qname	SC5314	target2
orf19.3434	C6_01500C_A	TRY5
orf19.6824	C3_06790W_A	TRY6
CaalfMt38	CM_00410W	tS(GCU)3mt
CaalfMt39	CM_00420W	tS(UGA)4mt
orf19.7417	C3_06180C_A	TSA1
orf19.7398.1	C3_06330W_A	TSA1B
orf19.728	CR_07580C_A	TSC11
orf19.1798	C4_05420C_A	TSC2
orf19.2135	C6_04500C_A	TSM1
orf19.6417	CR_08490W_A	TSR1
orf19.2998	C1_03060C_A	TSR2
CaalfMt24	CM_00120W	tT(UGU)3mt
CaalfMt43	CM_00470C	tT(UGU)4mt
orf19.6059	C1_00490C_A	TTR1
orf19.7308	CR_09120C_A	TUB1
orf19.6034	C1_00710C_A	TUB2
orf19.1238	C4_05570C_A	TUB4
orf19.6047	C1_00590W_A	TUF1
orf19.6109	C1_00060W_A	TUP1
orf19.6842	C1_04480C_A	TUS1
CaalfMt31	CM_00270W	tV(UAC)2mt
orf19.4845	C1_09800C_A	TVP18
CaalfMt32	CM_00280W	tW(UCA)1mt
CaalfMt22	CM_00100W	tY(GUA)5mt
CaalfMt45	CM_00490C	tY(GUA)6mt
orf19.4941	C1_13140C_A	TYE7
orf19.4605	C4_01880W_A	TYR1
orf19.2694	C4_02980W_A	TYS1
orf19.4265	C5_02530W_A	UAP1
orf19.7438	C3_06500W_A	UBA1
orf19.5074	C1_08020W_A	UBA2
orf19.2324	C1_10930C_A	UBA4
orf19.5337	C2_10580W_A	UBC15
orf19.7571	CR_09970W_A	UBC4
orf19.4540	C1_01830C_A	UBC8
orf19.3087	C4_07180W_A	UBI3
orf19.6771	C3_07270C_A	UBI4
orf19.7367	C3_05870C_A	UBP1
orf19.2026	C2_00970C_A	UBP13
orf19.6063	C1_00440W_A	UBP6
orf19.2695	C4_02970C_A	UBR1
orf19.1354	C2_08290C_A	UCF1
orf19.4646	C4_01400W_A	UEC1
orf19.7141	C7_04270C_A	UFE1
orf19.802	C2_04190C_A	UGA1
orf19.854	C2_03640W_A	UGA11
orf19.4543	C1_01810C_A	UGA2
orf19.7570	CR_09960C_A	UGA3
orf19.6038	C1_00670C_A	UGA32
orf19.7317	CR_09200C_A	UGA33
orf19.2479	C1_05710C_A	UGA4
orf19.5820	C2_02850W_A	UGA6
orf19.1738	CR_04660C_A	UGP1
orf19.2616	CR_02160W_A	UGT51C1
orf19.353	C3_03550C_A	ULP1
orf19.4353	CR_03820C_A	ULP2
orf19.5441	C3_00280C_A	ULP3
orf19.7185	C7_03960C_A	UME1
orf19.1822	C1_06280C_A	UME6
orf19.2745	C4_02560C_A	UME7
orf19.391	C1_08460C_A	UPC2
orf19.4836	C1_09720W_A	URA1
orf19.2360	CR_07050C_A	URA2
orf19.1716	C3_01350C_A	URA3
orf19.1977	C5_00900C_A	URA4
orf19.2555	CR_01650W_A	URA5
orf19.5195	C1_04420C_A	URA6
orf19.3941	C5_04570C_A	URA7
orf19.155	C2_04710C_A	URE2
orf19.5864	C3_04220C_A	URK1
orf19.2629	C4_05280W_A	USO1
orf19.306	C3_03090W_A	USO5
orf19.6967	C3_05310W_A	USO6
orf19.4268	C5_02550C_A	UTP13
orf19.3609	C2_08670C_A	UTP15
orf19.7154	C7_04190C_A	UTP18
orf19.3159	C3_01200W_A	UTP20
orf19.1566	C2_02430W_A	UTP21
orf19.1569	C2_02450C_A	UTP22
orf19.1633	C3_02130W_A	UTP4
orf19.7599	CR_10240W_A	UTP5
orf19.5436	C3_00330W_A	UTP8
orf19.6710	C3_07750W_A	UTP9
orf19.1671	C3_01730C_A	UTR2
orf19.1409	C4_04370C_A	VAC7
orf19.745	C4_05150W_A	VAC8
orf19.5875	C3_04320W_A	VAM3
orf19.6738	C3_07500W_A	VAN1
orf19.1295	C2_06640C_A	VAS1
orf19.405	C1_08580C_A	VCX1
orf19.3077	C4_07230C_A	VID21
orf19.6324	C6_00130C_A	VID27
orf19.1866	C2_07590W_A	VMA10
orf19.6538	C7_01820C_A	VMA11
orf19.645.1	CR_05080W_A	VMA13
orf19.6634	CR_05780W_A	VMA2
orf19.6590	CR_09720W_A	VMA22
orf19.2598	CR_01970C_A	VMA4
orf19.2166	C2_08190W_A	VMA5
orf19.364	C4_00020W_A	VMA6
orf19.806	C2_04150C_A	VMA7
orf19.2895	C4_06400C_A	VMA8
orf19.6863	C4_05240C_A	VPH1
orf19.5237	C1_12260W_A	VPH2
orf19.1949	C5_01210W_A	VPS1
orf19.4403	C4_05910C_A	VPS11
orf19.4416	C4_06060W_A	VPS13
orf19.130	C6_01190C_A	VPS15
orf19.6848	C1_04540C_A	VPS16
orf19.3344	C1_01550W_A	VPS17
orf19.945	C5_00440C_A	VPS2
orf19.897	C2_03310C_A	VPS20
orf19.589	CR_08060C_A	VPS21
orf19.6296	C5_01620C_A	VPS22
orf19.2343	C1_10760W_A	VPS23
orf19.2031	C2_00930C_A	VPS24
orf19.6031	C1_00750C_A	VPS27
orf19.212	C2_08940C_A	VPS28
orf19.5214	C2_05940C_A	VPS33
orf19.6243	C1_06680W_A	VPS34
orf19.6875	C2_05650W_A	VPS35
orf19.795	C2_04250W_A	VPS36
orf19.4339	C5_03090W_A	VPS4
orf19.4858	C1_09920W_A	VPS41
orf19.5568	C6_02920C_A	VPS51
orf19.7660	CR_10710C_A	VPS52
orf19.6094	C1_00130C_A	VPS53
orf19.7106	C7_00170W_A	VPS70
orf19.5387	C3_00700W_A	VPS8
orf19.1232	C1_07700C_A	VRG4
orf19.2190	C2_07930C_A	VRP1
orf19.4381	CR_03610C_A	VTC3
orf19.3363	C4_03360C_A	VTC4
orf19.337	C3_03400C_A	VTI1
orf19.6598	CR_09650W_A	WAL1
orf19.1035	C1_03740W_A	WAR1
orf19.2298	C1_11170W_A	WBP1
orf19.3548.1	C2_05180W_A	WH11
orf19.6494	C7_02200W_A	WHI3
orf19.4884	C1_10150W_A	WOR1
orf19.5992	C3_05170W_A	WOR2
orf19.467	CR_03890W_A	WOR3
orf19.6713	C3_07730W_A	WOR4
orf19.5226	C1_12380C_A	WRS1
orf19.5867	C3_04250W_A	WSC1
orf19.5537	C6_02670C_A	WSC2
orf19.7251	C1_14360C_A	WSC4
orf19.1290	C4_05300W_A	XKS1
orf19.2990	C1_02990C_A	XOG1
orf19.2882	C4_06530C_A	XUT1
orf19.7676	CR_10840C_A	XYL2
orf19.7037	C7_00800C_A	YAE1
orf19.5501	C7_03770C_A	YAF9
orf19.336	C3_03390C_A	YAH1
orf19.147	C2_04660C_A	YAK1
orf19.4136	C5_01460W_A	YBL053
orf19.754	C1_04890W_A	YBN5
orf19.5034	C1_13960W_A	YBP1
orf19.6478	C7_02330W_A	YCF1
orf19.1622	C3_02230C_A	YCG1
orf19.7001	C3_05650W_A	YCK2
orf19.5286	CR_05380C_A	YCP4
orf19.1883	C2_07470W_A	YCS4
orf19.3104	C4_07050W_A	YDC1
orf19.506	CR_04200W_A	YDJ1
orf19.1382	C2_09700W_A	YEA4
orf19.1413	C4_04340C_A	YFH1
orf19.3707	CR_07790C_A	YHB1
orf19.7637	CR_10570C_A	YHB4
orf19.3710	CR_07810W_A	YHB5
orf19.685	C6_01930W_A	YHM1
orf19.4197	C6_00600C_A	YHM2
orf19.847	C2_03750W_A	YIM1
orf19.6601.1	CR_09600C_A	YKE2
orf19.2974	C1_02860C_A	YKT6
orf19.2383	CR_03390C_A	YKU80
orf19.4447	C1_07200W_A	YMC1
orf19.4733	C1_08750W_A	YMC2
orf19.1252	C4_05670W_A	YME1
orf19.7019	C7_00950W_A	YML6
orf19.5713	C6_03480W_A	YMX6
orf19.4311	C5_02890W_A	YNK1
orf19.1783	C2_09990C_A	YOR1
orf19.7017	C7_00970C_A	YOX1
orf19.4443	C1_07240W_A	YPD1
orf19.6481	C7_02300W_A	YPS7
orf19.3052	C1_03500W_A	YPT1
orf19.2622	CR_07520C_A	YPT31
orf19.7216	C1_14100W_A	YPT52
orf19.430	C1_05350W_A	YPT53
orf19.2975	C1_02870W_A	YPT7
orf19.2245	C2_06910W_A	YPT72
orf19.7477	CR_00580W_A	YRB1
orf19.6796	C3_07040C_A	YSA1
orf19.6975	C3_05370C_A	YST1
orf19.242.2	C3_02530W_A	YSY6
orf19.7558	CR_09860W_A	YTA6
orf19.6881	C2_05690C_A	YTH1
orf19.4815	C1_09510W_A	YTM1
orf19.3930	C5_04430C_A	YUH2
orf19.2209	C2_07730W_A	YVC1
orf19.4401	CR_03570C_A	YVH1
orf19.3618	C2_08590W_A	YWP1
orf19.255	C3_02640C_A	ZCF1
orf19.2280	C2_07230C_A	ZCF10
orf19.2423	CR_03050C_A	ZCF11
orf19.2646	C5_03330C_A	ZCF13
orf19.2647	C5_03320C_A	ZCF14
orf19.2753	C4_02490W_A	ZCF15
orf19.2808	C3_04020C_A	ZCF16
orf19.3305	C1_01170C_A	ZCF17
orf19.3405	C6_01790C_A	ZCF18
orf19.3876	CR_06240C_A	ZCF19
orf19.431	C1_05340C_A	ZCF2
orf19.4145	C5_01500C_A	ZCF20
orf19.4166	C4_00760W_A	ZCF21
orf19.4251	C5_02430W_A	ZCF22
orf19.4450	C1_07170C_A	ZCF23
orf19.4524	C1_02010C_A	ZCF24
orf19.4568	C4_02220C_A	ZCF25
orf19.4573	C4_02180C_A	ZCF26
orf19.4649	C4_01380W_A	ZCF27
orf19.4767	C1_09100W_A	ZCF28
orf19.5133	C7_03220C_A	ZCF29
orf19.1168	C1_11520C_A	ZCF3
orf19.5251	C1_12130C_A	ZCF30
orf19.5924	C3_04640W_A	ZCF31
orf19.5940	C3_04770C_A	ZCF32
orf19.7371	C3_05910W_A	ZCF35
orf19.7518	CR_00170W_A	ZCF38
orf19.7583	CR_10070C_A	ZCF39
orf19.1227	C1_07670W_A	ZCF4
orf19.1255	C4_05700W_A	ZCF5
orf19.1497	C2_01880C_A	ZCF6
orf19.1685	C3_01580W_A	ZCF7
orf19.1718	C3_01330W_A	ZCF8
orf19.2077	C2_00500W_A	ZCF9
orf19.3823	C4_04580W_A	ZDS1
orf19.6781	C3_07200C_A	ZFU2
orf19.3187	C5_01850C_A	ZNC1
orf19.3300	C1_01110C_A	ZPR1
orf19.1536	C2_02200W_A	ZRC1
orf19.3112	C4_06970C_A	ZRT1
orf19.1585	C2_02590W_A	ZRT2
orf19.5334	C2_10560C_A	ZSF1
orf19.2709	C4_02870C_A	ZUO1
orf19.4754	C1_08980C_A	ZWF1
ITS1	CR_08780W_A	#N/A
ITS2	CR_08800W_A	#N/A
RDN18	CR_08770W_A	#N/A
RDN25	CR_08810W_A	#N/A
RDN5	CR_08760C_A	#N/A
RDN58	CR_08790W_A	#N/A
RPR1	C2_08055W_A	#N/A
SCR1	CR_04275W_A	#N/A
CD39	C2_05310C_A	
CaalfMp08.1	CM_00220W	
CaalfMp08.2	CM_00230W	
CaalfMp08.3	CM_00240W	
CaalfMp08.4	CM_00250W	
CaalfMp11.1	CM_00340W	
LSU-C2809	C6_02400W_A	
LSU-G1431	C6_00220C_A	
SNRNAU1	CR_03190C_A	
SNRNAU2	C2_04070C_A	
SNRNAU4	C4_06180C_A	
SNRNAU5	CR_00500C_A	
TER1	CR_05370W_A	
orf19.100	C6_00980C_A	
orf19.1002	C1_10560C_A	
orf19.1005	C1_10570C_A	
orf19.1008	CR_05270W_A	
orf19.1009	CR_05280W_A	
orf19.1012	CR_05310W_A	
orf19.102	C6_01000C_A	
orf19.1026	C1_03830C_A	
orf19.1026.1	C1_03840W_A	
orf19.1030	C1_03790C_A	
orf19.1034	C1_03750W_A	
orf19.1037	C1_03720C_A	
orf19.104	C6_01020W_A	
orf19.1041	C1_04090C_A	
orf19.1043	C1_04110W_A	
orf19.1045	C1_04120C_A	
orf19.1049	C1_04150C_A	
orf19.1050	C1_04160C_A	
orf19.1052	C1_04180W_A	
orf19.1054	C1_04200C_A	
orf19.1057	C1_04220C_A	
orf19.1058	C1_04230W_A	
orf19.1060	C1_04250C_A	
orf19.1062	C1_04270C_A	
orf19.1063	C1_04280C_A	
orf19.107	C6_01040C_A	
orf19.1070	C1_04340C_A	
orf19.1075	C6_04190C_A	
orf19.1075.1	C6_04200C_A	
orf19.1080	C6_04230W_A	
orf19.1082	C6_04240W_A	
orf19.1082.1	C6_04250W_A	
orf19.1083	C6_04260C_A	
orf19.1085	C6_04280W_A	
orf19.1086	C6_04290W_A	
orf19.1087	C6_04300W_A	
orf19.109	C6_01050W_A	
orf19.1090	C6_04320C_A	
orf19.1092	C6_04340W_A	
orf19.1096	C6_04370W_A	
orf19.11	CR_07140C_A	
orf19.1105	C5_03910C_A	
orf19.1105.3	C5_03890C_A	
orf19.1106	C5_03880C_A	
orf19.1107	C5_03870C_A	
orf19.1109	C5_03850W_A	
orf19.1110	C5_03840W_A	
orf19.1111	C5_03830C_A	
orf19.1113	C5_03810C_A	
orf19.1114	C5_03800W_A	
orf19.1116	C5_03780C_A	
orf19.1117	C5_03770C_A	
orf19.1121	C5_03740W_A	
orf19.1122	C5_03730W_A	
orf19.1123	C5_03720C_A	
orf19.1124	C5_03710C_A	
orf19.1124.2	C5_03700C_A	
orf19.1136	C1_11800C_A	
orf19.1137	C1_11790W_A	
orf19.1139	C1_11770C_A	
orf19.114	C6_01080C_A	
orf19.1140	C1_11760C_A	
orf19.1143	C1_11740W_A	
orf19.1144	C1_11730W_A	
orf19.1146	C1_11720W_A	
orf19.1148	C1_11710C_A	
orf19.115	C6_01090C_A	
orf19.1150	C1_11690W_A	
orf19.1150.1	C1_11680C_A	
orf19.1152	C1_11670W_A	
orf19.1158	C1_11620W_A	
orf19.1159	C1_11610C_A	
orf19.1160	C1_11600W_A	
orf19.1162	C1_11580W_A	
orf19.1162.1	C1_11570W_A	
orf19.1163	C1_11560C_A	
orf19.1167	C1_11530C_A	
orf19.1169	C1_11510C_A	
orf19.1177	C6_00190W_A	
orf19.1178	C6_00180C_A	
orf19.1179	C6_00200C_A	
orf19.1180	C6_00210W_A	
orf19.1181	C6_00230W_A	
orf19.1182	C6_00240C_A	
orf19.1183	C6_00250W_A	
orf19.1185	C6_00260W_A	
orf19.1186	C6_00270W_A	
orf19.1189	C6_00290W_A	
orf19.119	C6_01120C_A	
orf19.1191	C6_00310W_A	
orf19.1195	C6_00340C_A	
orf19.1198	C6_00360C_A	
orf19.120	C6_01130W_A	
orf19.1200	C6_00380C_A	
orf19.1201	C6_00390W_A	
orf19.1202	C6_00400C_A	
orf19.1204	C6_00430C_A	
orf19.1207	C4_03970W_A	
orf19.1208	C4_03990C_A	
orf19.1210	C6_04110W_A	
orf19.1212	C6_04100W_A	
orf19.1214	C6_04080W_A	
orf19.1215	C6_04070C_A	
orf19.1217	C6_04060W_A	
orf19.1219	C6_04050W_A	
orf19.1229	C1_07690C_A	
orf19.1239	C4_05580C_A	
orf19.1240	C4_05590W_A	
orf19.1246	C4_05610C_A	
orf19.1247	C4_05620C_A	
orf19.1248	C4_05630W_A	
orf19.1249	C4_05640C_A	
orf19.1250	C4_05650W_A	
orf19.1257	C4_05720W_A	
orf19.1258	C4_05730W_A	
orf19.1259	C4_05740C_A	
orf19.1265	C4_05790W_A	
orf19.1266	C4_05800C_A	
orf19.1267	C4_05810W_A	
orf19.1267.1	C4_05820W_A	
orf19.1268	C4_05830W_A	
orf19.1272	C4_05850C_A	
orf19.1273	C4_05860W_A	
orf19.1274	C4_05870C_A	
orf19.1276	C4_05890W_A	
orf19.1277	C4_05900C_A	
orf19.1281	C5_04080C_A	
orf19.1285	C5_04050W_A	
orf19.1286	C5_04040C_A	
orf19.1287	C5_04030W_A	
orf19.1296	C2_06650C_A	
orf19.1297	C4_03810W_A	
orf19.1300	C4_03780C_A	
orf19.1301	C4_03770W_A	
orf19.1302	C4_03760W_A	
orf19.1303	C4_03750C_A	
orf19.1304	C4_03740W_A	
orf19.1305	C4_03730C_A	
orf19.1306	C4_03720C_A	
orf19.1307	C4_03710C_A	
orf19.1308	C4_03700W_A	
orf19.1309	C4_03690C_A	
orf19.131	C6_01200W_A	
orf19.131.2	C6_01210W_A	
orf19.1310	C4_03680C_A	
orf19.1314	C4_03600C_A	
orf19.1318	C4_03580W_A	
orf19.132	C6_01220C_A	
orf19.1323	C4_03560W_A	
orf19.1326	C4_03530W_A	
orf19.133	C6_01250W_A	
orf19.1330	C7_03460W_A	
orf19.1334	C7_03410C_A	
orf19.1335	C7_03400C_A	
orf19.1336.2	C7_03380W_A	
orf19.1338	C7_03370C_A	
orf19.134	C6_01260W_A	
orf19.1340	C7_03350C_A	
orf19.1344	C7_03310W_A	
orf19.1348	C2_08350C_A	
orf19.1349	C2_08340C_A	
orf19.1350	C2_08330W_A	
orf19.1351	C2_08320C_A	
orf19.1353	C2_08300C_A	
orf19.1355	C2_09970C_A	
orf19.1356	C2_09960W_A	
orf19.1359	C2_09930W_A	
orf19.1360	C2_09920W_A	
orf19.1360.1	C2_09910C_A	
orf19.1363	C2_09880C_A	
orf19.1364	C2_09870W_A	
orf19.1365	C2_09860C_A	
orf19.1366	C2_09850C_A	
orf19.1367.1	C2_09830C_A	
orf19.1368	C2_09820W_A	
orf19.1369	C2_09810C_A	
orf19.137	C6_01300W_A	
orf19.1370	C2_09800C_A	
orf19.1371	C2_09790W_A	
orf19.1372	C2_09780C_A	
orf19.1374	C2_09760W_A	
orf19.1381	C2_09710C_A	
orf19.1383	C2_09690C_A	
orf19.1386	C2_09680W_A	
orf19.1387	C2_09670C_A	
orf19.1388	C2_09660W_A	
orf19.1389	C2_09650W_A	
orf19.1391	C2_09630C_A	
orf19.1392	C2_09620W_A	
orf19.1393	C2_09610W_A	
orf19.1394	C2_09600C_A	
orf19.1395	C2_09590C_A	
orf19.1397	C2_09570C_A	
orf19.1400	C2_09560C_A	
orf19.1403	C2_09510C_A	
orf19.1404	C2_09500W_A	
orf19.1406	C2_09480W_A	
orf19.1409.1	C4_04390W_A	
orf19.1409.2	C4_04380C_A	
orf19.1409.3	C4_04400C_A	
orf19.1411	C4_04360W_A	
orf19.1412	C4_04350W_A	
orf19.1414	C4_04330C_A	
orf19.1417	C4_04300C_A	
orf19.1420	C4_04280C_A	
orf19.1421	C4_04270W_A	
orf19.1424	C4_04250W_A	
orf19.1426	C4_04240C_A	
orf19.1427	C4_04230W_A	
orf19.1430	C4_04190C_A	
orf19.1433	C2_08390W_A	
orf19.1433.1	C2_08400C_A	
orf19.1434	C2_08380C_A	
orf19.1438	C4_03340C_A	
orf19.1440	C4_03320W_A	
orf19.1440.1	C4_03310C_A	
orf19.1440.2	C4_03300C_A	
orf19.1441	C2_01370C_A	
orf19.1444	C2_01390W_A	
orf19.1447	C2_01420C_A	
orf19.1448.1	C2_01440C_A	
orf19.1449	C2_01450C_A	
orf19.1450	C2_01460C_A	
orf19.1456	C2_01500W_A	
orf19.1457	C2_01490C_A	
orf19.1458	C2_01510C_A	
orf19.1460	C2_01530C_A	
orf19.1461	C2_01540W_A	
orf19.1465	C2_01570W_A	
orf19.1473	C2_01630W_A	
orf19.1476	C2_01650W_A	
orf19.1477	C2_01660C_A	
orf19.1479	C2_01680C_A	
orf19.1480	C2_01690W_A	
orf19.1483	C2_01720C_A	
orf19.1484	C2_01730W_A	
orf19.1485	C2_01740C_A	
orf19.1486	C2_01750C_A	
orf19.1488	C2_01760C_A	
orf19.149	C2_04670W_A	
orf19.1490.1	C2_01800W_A	
orf19.1491	C2_01820C_A	
orf19.1495	C2_01860C_A	
orf19.1496	C2_01870C_A	
orf19.1500	C2_01900C_A	
orf19.1502	C2_01910W_A	
orf19.1504	C2_01920C_A	
orf19.1505	C2_01930C_A	
orf19.1506	C2_01940C_A	
orf19.1508	C2_01960C_A	
orf19.1514	C2_02000W_A	
orf19.1516	C2_02020W_A	
orf19.1519	C2_02040W_A	
orf19.1522	C2_02050C_A	
orf19.1525	C2_02090W_A	
orf19.1527	C2_02110C_A	
orf19.1528	C2_02120W_A	
orf19.1529	C2_02130C_A	
orf19.1530	C2_02140C_A	
orf19.1531	C2_02150C_A	
orf19.1533	C2_02170W_A	
orf19.1534	C2_02180W_A	
orf19.1535	C2_02190C_A	
orf19.1539	C2_02220C_A	
orf19.154	C2_04700C_A	
orf19.1541	C2_02230C_A	
orf19.1544	C2_02260W_A	
orf19.1545	C2_02270C_A	
orf19.1546	C2_02280W_A	
orf19.1547	C2_02290C_A	
orf19.1548	C2_02300W_A	
orf19.1549	C2_02310W_A	
orf19.1551	C2_02330W_A	
orf19.1557	C2_02360C_A	
orf19.1562	C2_02390W_A	
orf19.1564	C2_02410W_A	
orf19.1565	C2_02420C_A	
orf19.1567	C2_02440W_A	
orf19.1573	C2_02490C_A	
orf19.1574	C2_02500W_A	
orf19.1576	C2_02520W_A	
orf19.1577	C2_02530W_A	
orf19.1578	C2_02540W_A	
orf19.158	C3_01150C_A	
orf19.1580	C2_02550C_A	
orf19.1581	C2_02560W_A	
orf19.1582	C2_02570W_A	
orf19.1584	C2_02580W_A	
orf19.1588	C2_02620W_A	
orf19.1589	C2_02630W_A	
orf19.1590	C2_04320W_A	
orf19.1592	C2_04300C_A	
orf19.1595	C4_03920W_A	
orf19.1599	C2_09410W_A	
orf19.1600	C2_09420W_A	
orf19.1604	C2_09460C_A	
orf19.1606	C3_02390W_A	
orf19.1608	C3_02360C_A	
orf19.1609	C3_02350W_A	
orf19.1610	C3_02340W_A	
orf19.1611	C3_02330C_A	
orf19.1617	C3_02290W_A	
orf19.1618.1	C3_02270W_A	
orf19.1619	C3_02260C_A	
orf19.1620	C3_02250C_A	
orf19.1624	C3_02210C_A	
orf19.1624.1	C3_02200W_A	
orf19.1625	C3_02190C_A	
orf19.1626	C3_02180C_A	
orf19.1630	C3_02160C_A	
orf19.1632	C3_02140C_A	
orf19.1634	C3_02120W_A	
orf19.1637	C3_02090C_A	
orf19.1638	C3_02080W_A	
orf19.1639	C3_02070C_A	
orf19.164	CR_02570C_A	
orf19.1641	C3_02060W_A	
orf19.1642	C3_02040C_A	
orf19.1643	C3_02030W_A	
orf19.1646	C3_02020W_A	
orf19.1647	C3_02010C_A	
orf19.1651	C3_01970C_A	
orf19.1653	C3_01950C_A	
orf19.1654	C3_01940C_A	
orf19.1655.3	C3_01910C_A	
orf19.1656	C3_01900C_A	
orf19.1658	C3_01890C_A	
orf19.1662	C3_01850W_A	
orf19.1664	C3_01820W_A	
orf19.1666	C3_01800C_A	
orf19.1667	C3_01790C_A	
orf19.1667.1	C3_01780C_A	
orf19.1668	C3_01770C_A	
orf19.1671.1	C3_01740C_A	
orf19.1672	C3_01720C_A	
orf19.1675	C3_01690W_A	
orf19.1676	C3_01680C_A	
orf19.1677	C3_01670W_A	
orf19.1678	C3_01660W_A	
orf19.1679	C3_01640C_A	
orf19.168	CR_02550C_A	
orf19.1681	C3_01620W_A	
orf19.1682	C3_01610W_A	
orf19.1684	C3_01590W_A	
orf19.1686	C3_01570W_A	
orf19.1687	C3_01560W_A	
orf19.1691	C3_01540W_A	
orf19.1697	C3_01520C_A	
orf19.1698	C3_01510W_A	
orf19.1707	C3_01440C_A	
orf19.1708	C3_01430W_A	
orf19.1709	C3_01420C_A	
orf19.1717	C3_01340W_A	
orf19.1720	C3_01310W_A	
orf19.1722	C3_01290W_A	
orf19.1723	C3_01280W_A	
orf19.1724	C3_01270W_A	
orf19.1725	C3_01260C_A	
orf19.1728	C3_01230C_A	
orf19.1729	C3_01220W_A	
orf19.173	CR_02510W_A	
orf19.1730	C3_01210C_A	
orf19.1734	CR_04720C_A	
orf19.1735	CR_04710W_A	
orf19.1736	CR_04680C_A	
orf19.1737	CR_04670C_A	
orf19.1738.1	CR_04650W_A	
orf19.1745	C2_10330C_A	
orf19.1746	C2_10320C_A	
orf19.1748	C2_10300C_A	
orf19.175	CR_02500W_A	
orf19.1757	C2_10230W_A	
orf19.1761	C2_10200W_A	
orf19.1764	C2_10170C_A	
orf19.1765	C2_10160W_A	
orf19.1766	C2_10150W_A	
orf19.1767	C2_10140W_A	
orf19.1768	C2_10130W_A	
orf19.1769	C2_10120W_A	
orf19.177	C1_06320W_A	
orf19.1772	C2_10090C_A	
orf19.1774	C2_10070W_A	
orf19.1776	C2_10060C_A	
orf19.1777	C2_10050W_A	
orf19.1778	C2_10040W_A	
orf19.178	CR_06930W_A	
orf19.1780	C2_10020C_A	
orf19.1782	C2_10010C_A	
orf19.1782.1	C2_10000C_A	
orf19.1785	C2_09980W_A	
orf19.1789	C4_05310W_A	
orf19.1791	C4_05330C_A	
orf19.1792	C4_05340W_A	
orf19.1793	C4_05350W_A	
orf19.1794	C4_05360C_A	
orf19.1795.1	C4_05380C_A	
orf19.1796	C4_05390W_A	
orf19.1797	C4_05400C_A	
orf19.1800	C4_05440C_A	
orf19.1804	CR_04920W_A	
orf19.1806	CR_04940W_A	
orf19.1815	CR_07080W_A	
orf19.182	C2_04820W_A	
orf19.1821	C1_06290C_A	
orf19.1823	C1_06270W_A	
orf19.1825	C1_06250W_A	
orf19.1827	C1_06220C_A	
orf19.1830	C1_10580C_A	
orf19.1831	C1_10600C_A	
orf19.1833	C1_10620W_A	
orf19.1834	C1_10630C_A	
orf19.1840	C1_10680C_A	
orf19.1841	CR_06920W_A	
orf19.1844	CR_06870C_A	
orf19.1848.1	CR_06850C_A	
orf19.1849	CR_06840W_A	
orf19.185	C2_04790C_A	
orf19.1852	CR_06820W_A	
orf19.1855	CR_06790C_A	
orf19.1856	CR_06780W_A	
orf19.1857	CR_06770C_A	
orf19.1860.1	C2_07650C_A	
orf19.1861	C2_07640W_A	
orf19.1862	C2_07630C_A	
orf19.1863	C2_07620W_A	
orf19.1864	C2_07610C_A	
orf19.1867	C2_07580W_A	
orf19.1872	C2_07550W_A	
orf19.1873	C2_07540W_A	
orf19.1874	C2_07530C_A	
orf19.1876	C2_07520C_A	
orf19.1877	C2_07510W_A	
orf19.188	C2_04780W_A	
orf19.1887	C2_07440C_A	
orf19.1888	C2_07430C_A	
orf19.1889	C2_07420W_A	
orf19.1890	C2_07410W_A	
orf19.1893	C2_07390C_A	
orf19.1897	C2_07370W_A	
orf19.190	C2_04770W_A	
orf19.1900	C2_07360W_A	
orf19.1906	C2_00130W_A	
orf19.1910	C2_00110W_A	
orf19.1913	C2_00090W_A	
orf19.1917	C2_00060C_A	
orf19.192	C2_04750W_A	
orf19.1920	C2_00050C_A	
orf19.193	C2_04740C_A	
orf19.1933	C5_01350W_A	
orf19.1935	C5_01330W_A	
orf19.1938	C5_01310W_A	
orf19.1939	C5_01300C_A	
orf19.194	C2_04730W_A	
orf19.1940	C5_01290C_A	
orf19.1943	C5_01260W_A	
orf19.1946	C5_01230C_A	
orf19.1948	C5_01220W_A	
orf19.1950	C5_01200W_A	
orf19.1953	C5_01190W_A	
orf19.1955	C5_01170W_A	
orf19.1956	C5_01140C_A	
orf19.1958	C5_01120W_A	
orf19.1959	C5_01110W_A	
orf19.1961	C5_01090C_A	
orf19.1964	C5_01070C_A	
orf19.1967	C5_01050C_A	
orf19.1968	C5_01040W_A	
orf19.1968.1	C5_01020C_A	
orf19.1970	C5_01000C_A	
orf19.1972	C5_00950C_A	
orf19.1975	C5_00920W_A	
orf19.1985	CR_07700W_A	
orf19.199	C2_09050C_A	
orf19.1991	C2_01340W_A	
orf19.1993	C2_01320W_A	
orf19.1994	C2_01310W_A	
orf19.1998	C2_01260W_A	
orf19.1999	C2_01250W_A	
orf19.200	C2_09040W_A	
orf19.2000	C2_01240C_A	
orf19.2001	C2_01230W_A	
orf19.2002	C2_01220W_A	
orf19.2006	C2_01190C_A	
orf19.2007	C2_01170C_A	
orf19.2008	C2_01160W_A	
orf19.201	C2_09030W_A	
orf19.2010	C2_01140C_A	
orf19.2017	C2_01070W_A	
orf19.2018	C2_01060C_A	
orf19.2018.1	C2_01040W_A	
