status_treat2	gene_name
DOWN	C6_01910W_A
UP	C6_01920C_A
NC	C6_01930W_A
UP	C6_01940W_A
NC	C6_01950C_A
UP	C6_01960W_A
DOWN	C6_01970C_A
NC	C6_01980C_A
NC	C6_01990W_A
UP	C6_02000W_A
DOWN	C6_02010C_A
NC	C6_02020C_A
NC	C6_02030C_A
NC	C6_02040W_A
UP	C6_02050W_A
NC	C6_02060W_A
DOWN	C6_02070C_A
UP	C6_02080W_A
UP	C6_02090C_A
NC	C6_02100W_A
UP	C6_02110W_A
NC	C6_02120W_A
NC	C6_02130C_A
NC	C6_02140W_A
UP	C6_02150C_A
UP	C6_02160W_A
UP	C6_02170C_A
UP	C6_02180W_A
NC	C6_02190C_A
UP	C6_02200C_A
UP	C6_02210W_A
NC	C6_02220W_A
UP	C6_02230W_A
DOWN	C6_02240C_A
UP	C6_02250W_A
NC	C6_02260C_A
UP	C6_02270C_A
NC	C6_02280W_A
UP	C6_02290C_A
UP	C6_02300C_A
NC	C6_02310W_A
UP	C6_02320C_A
NC	C6_02330W_A
NC	C6_02340W_A
NC	C6_02350C_A
UP	C6_02360W_A
NC	C6_02370C_A
NC	C6_02380W_A
UP	C6_02390W_A
UP	C6_02400W_A
NC	C6_02410W_A
UP	C6_02420W_A
UP	C6_02430W_A
UP	C6_02440C_A
UP	C6_02450W_A
NC	C6_02460C_A
NC	C6_02470W_A
UP	C6_02480W_A
NC	C6_02490C_A
DOWN	C6_02500C_A
UP	C6_02510C_A
NC	C6_02520W_A
UP	C6_02530C_A
NC	C6_02540C_A
NC	C6_02550W_A
DOWN	C6_02560W_A
NC	C6_02570C_A
NC	C6_02580W_A
NC	C6_02590C_A
NC	C6_02600W_A
UP	C6_02610C_A
UP	C6_02620C_A
NC	C6_02630C_A
NC	C6_02640C_A
NC	C6_02650C_A
UP	C6_02660C_A
UP	C6_02670C_A
NC	C6_02680W_A
NC	C6_02690C_A
UP	C6_02710C_A
NC	C6_02720C_A
NC	C6_02730W_A
NC	C6_02740W_A
UP	C6_02750C_A
UP	C6_02760W_A
NC	C6_02770W_A
NC	C6_02780C_A
NC	C6_02790C_A
NC	C6_02800W_A
UP	C6_02810C_A
UP	C6_02820W_A
NC	C6_02830W_A
DOWN	C6_02840C_A
NC	C6_02850W_A
UP	C6_02860W_A
NC	C6_02870W_A
NC	C6_02880W_A
NC	C6_02890C_A
UP	C6_02900C_A
UP	C6_02910W_A
NC	C6_02920C_A
NC	C6_02930W_A
NC	C6_02940C_A
UP	C6_02950C_A
UP	C6_02960W_A
UP	C6_02970C_A
DOWN	C6_02980C_A
NC	C6_02990W_A
UP	C6_03000C_A
UP	C6_03010W_A
NC	C6_03020W_A
UP	C6_03030W_A
UP	C6_03040C_A
NC	C6_03050C_A
UP	C6_03060W_A
NC	C6_03070C_A
NC	C6_03080C_A
NC	C6_03090W_A
NC	C6_03100W_A
UP	C6_03110C_A
NC	C6_03120W_A
NC	C6_03130W_A
NC	C6_03140C_A
NC	C6_03150C_A
DOWN	C6_03160C_A
UP	C6_03170C_A
NC	C6_03180C_A
UP	C6_03190C_A
NC	C6_03200W_A
UP	C6_03210C_A
UP	C6_03220W_A
UP	C6_03230W_A
UP	C6_03240W_A
DOWN	C6_03250W_A
UP	C6_03260W_A
NC	C6_03270C_A
UP	C6_03280W_A
NC	C6_03290W_A
NC	C6_03300C_A
UP	C6_03310W_A
NC	C6_03320W_A
UP	C6_03330C_A
NC	C6_03340C_A
NC	C6_03350C_A
NC	C6_03360C_A
NC	C6_03370W_A
NC	C6_03380W_A
NC	C6_03390W_A
NC	C6_03400C_A
NC	C6_03410C_A
NC	C6_03420W_A
UP	C6_03430C_A
UP	C6_03440W_A
NC	C6_03450C_A
NC	C6_03460W_A
NC	C6_03470W_A
UP	C6_03480W_A
UP	C6_03490C_A
UP	C6_03500C_A
UP	C6_03510C_A
NC	C6_03520C_A
UP	C6_03530C_A
UP	C6_03540W_A
UP	C6_03550C_A
UP	C6_03560W_A
UP	C6_03570W_A
NC	C6_03580W_A
NC	C6_03590C_A
NC	C6_03600C_A
NC	C6_03610W_A
NC	C6_03620C_A
UP	C6_03630W_A
UP	C6_03640W_A
NC	C6_03650C_A
NC	C6_03660C_A
UP	C6_03670C_A
UP	C6_03690W_A
DOWN	C6_03700W_A
NC	C6_03710W_A
NC	C6_03720W_A
NC	C6_03730C_A
UP	C6_03740W_A
UP	C6_03750C_A
DOWN	C6_03760C_A
UP	C6_03770C_A
UP	C6_03780C_A
DOWN	C6_03790C_A
NC	C6_03800C_A
NC	C6_03810W_A
NC	C6_03820C_A
NC	C6_03830W_A
NC	C6_03840C_A
DOWN	C6_03850C_A
UP	C6_03860C_A
UP	C6_03880W_A
NC	C6_03890C_A
NC	C6_03900W_A
NC	C6_03910C_A
NC	C6_03920W_A
UP	C6_03930W_A
NC	C6_03940C_A
NC	C6_03950C_A
NC	C6_03960W_A
NC	C6_03990C_A
NC	C6_04030W_A
NC	C6_04040C_A
UP	C6_04050W_A
NC	C6_04060W_A
UP	C6_04070C_A
NC	C6_04080W_A
NC	C6_04100W_A
NC	C6_04110W_A
NC	C6_04120C_A
NC	C6_04130C_A
NC	C6_04140C_A
UP	C6_04150W_A
NC	C6_04160C_A
NC	C6_04170C_A
NC	C6_04180W_A
UP	C6_04190C_A
NC	C6_04200C_A
NC	C6_04210C_A
NC	C6_04220C_A
UP	C6_04230W_A
UP	C6_04240W_A
DOWN	C6_04250W_A
NC	C6_04260C_A
UP	C6_04270W_A
NC	C6_04280W_A
UP	C6_04290W_A
UP	C6_04300W_A
NC	C6_04310W_A
UP	C6_04320C_A
UP	C6_04330W_A
NC	C6_04340W_A
NC	C6_04350C_A
NC	C6_04360C_A
NC	C6_04370W_A
NC	C6_04380W_A
UP	C6_04400W_A
NC	C6_04410C_A
UP	C6_04420W_A
UP	C6_04430W_A
NC	C6_04440C_A
NC	C6_04450W_A
UP	C6_04470C_A
NC	C6_04480C_A
UP	C6_04490W_A
UP	C6_04500C_A
NC	C6_04510C_A
NC	C6_04520W_A
NC	C6_04530C_A
NC	C6_04540C_A
UP	C6_04550C_A
NC	C6_04560W_A
NC	C6_04570W_A
NC	C6_04580W_A
UP	C6_04590C_A
UP	C6_04600W_A
DOWN	C6_04610C_A
UP	C6_04620C_A
NC	C6_04650W_A
NC	C7_00010C_A
NC	C7_00020C_A
NC	C7_00030W_A
NC	C7_00040C_A
UP	C7_00050C_A
NC	C7_00060C_A
NC	C7_00070C_A
UP	C7_00080C_A
NC	C7_00090C_A
NC	C7_00100W_A
UP	C7_00110W_A
NC	C7_00120W_A
UP	C7_00130W_A
NC	C7_00140C_A
NC	C7_00150W_A
NC	C7_00160C_A
NC	C7_00170W_A
UP	C7_00180W_A
DOWN	C7_00190W_A
NC	C7_00200W_A
UP	C7_00210C_A
UP	C7_00220W_A
NC	C7_00230W_A
NC	C7_00240W_A
NC	C7_00250C_A
NC	C7_00260C_A
NC	C7_00270W_A
UP	C7_00280W_A
UP	C7_00290C_A
NC	C7_00300W_A
NC	C7_00310C_A
NC	C7_00320C_A
UP	C7_00330C_A
DOWN	C7_00340C_A
UP	C7_00350C_A
NC	C7_00360W_A
UP	C7_00370W_A
UP	C7_00380W_A
NC	C7_00390W_A
NC	C7_00400W_A
UP	C7_00410C_A
NC	C7_00420C_A
NC	C7_00430W_A
DOWN	C7_00440C_A
NC	C7_00450C_A
UP	C7_00460W_A
UP	C7_00470C_A
UP	C7_00480W_A
NC	C7_00490C_A
NC	C7_00500W_A
UP	C7_00510W_A
NC	C7_00520W_A
UP	C7_00530C_A
UP	C7_00540W_A
NC	C7_00550C_A
UP	C7_00560C_A
NC	C7_00570W_A
UP	C7_00580C_A
NC	C7_00590W_A
NC	C7_00600C_A
NC	C7_00610C_A
NC	C7_00620W_A
NC	C7_00630C_A
UP	C7_00640C_A
UP	C7_00650W_A
UP	C7_00660W_A
NC	C7_00670C_A
UP	C7_00680W_A
NC	C7_00690W_A
NC	C7_00700W_A
DOWN	C7_00710W_A
NC	C7_00720W_A
NC	C7_00730W_A
NC	C7_00740W_A
NC	C7_00750W_A
NC	C7_00760C_A
UP	C7_00770W_A
UP	C7_00780W_A
NC	C7_00790W_A
UP	C7_00800C_A
NC	C7_00810W_A
UP	C7_00820W_A
NC	C7_00830C_A
NC	C7_00840C_A
UP	C7_00850W_A
NC	C7_00860W_A
UP	C7_00870W_A
NC	C7_00880C_A
NC	C7_00890C_A
UP	C7_00900W_A
NC	C7_00910C_A
UP	C7_00920C_A
DOWN	C7_00930W_A
NC	C7_00940W_A
NC	C7_00950W_A
DOWN	C7_00960W_A
DOWN	C7_00970C_A
NC	C7_00980W_A
DOWN	C7_00990W_A
NC	C7_01000C_A
UP	C7_01010W_A
NC	C7_01020C_A
NC	C7_01030C_A
UP	C7_01040C_A
UP	C7_01050W_A
UP	C7_01060W_A
NC	C7_01070C_A
NC	C7_01100C_A
UP	C7_01130C_A
UP	C7_01150W_A
NC	C7_01160C_A
UP	C7_01170C_A
NC	C7_01180W_A
NC	C7_01190W_A
NC	C7_01200C_A
UP	C7_01210C_A
NC	C7_01220W_A
NC	C7_01230C_A
DOWN	C7_01250W_A
UP	C7_01260W_A
UP	C7_01270C_A
UP	C7_01280C_A
NC	C7_01290W_A
UP	C7_01300C_A
UP	C7_01310C_A
NC	C7_01320W_A
UP	C7_01330C_A
NC	C7_01340W_A
UP	C7_01350C_A
UP	C7_01360C_A
UP	C7_01370W_A
UP	C7_01380W_A
UP	C7_01390W_A
NC	C7_01400C_A
NC	C7_01410C_A
UP	C7_01420W_A
UP	C7_01430C_A
UP	C7_01440W_A
NC	C7_01450C_A
UP	C7_01460C_A
UP	C7_01470C_A
UP	C7_01480W_A
NC	C7_01490W_A
NC	C7_01500W_A
NC	C7_01510W_A
NC	C7_01520W_A
UP	C7_01530W_A
NC	C7_01540W_A
UP	C7_01550W_A
DOWN	C7_01560C_A
NC	C7_01570C_A
UP	C7_01580W_A
NC	C7_01590C_A
NC	C7_01600W_A
NC	C7_01610W_A
UP	C7_01620C_A
NC	C7_01630W_A
NC	C7_01640W_A
DOWN	C7_01650W_A
NC	C7_01660C_A
UP	C7_01670W_A
UP	C7_01680C_A
UP	C7_01690W_A
UP	C7_01700W_A
NC	C7_01710W_A
NC	C7_01720W_A
UP	C7_01730C_A
NC	C7_01740C_A
NC	C7_01750W_A
UP	C7_01760C_A
UP	C7_01770W_A
NC	C7_01780W_A
DOWN	C7_01790C_A
DOWN	C7_01800C_A
NC	C7_01810W_A
NC	C7_01820C_A
NC	C7_01830W_A
NC	C7_01840W_A
DOWN	C7_01850C_A
NC	C7_01860W_A
NC	C7_01870W_A
UP	C7_01880C_A
NC	C7_01890C_A
DOWN	C7_01900W_A
UP	C7_01910C_A
NC	C7_01920W_A
NC	C7_01930C_A
NC	C7_01940C_A
NC	C7_01950W_A
NC	C7_01960W_A
NC	C7_01970C_A
UP	C7_01990C_A
UP	C7_02000C_A
UP	C7_02010C_A
UP	C7_02020W_A
UP	C7_02030W_A
DOWN	C7_02040C_A
NC	C7_02050C_A
NC	C7_02060W_A
UP	C7_02070W_A
NC	C7_02080W_A
UP	C7_02090C_A
NC	C7_02100W_A
NC	C7_02110W_A
NC	C7_02120C_A
UP	C7_02130W_A
UP	C7_02140W_A
UP	C7_02150C_A
UP	C7_02160W_A
NC	C7_02170C_A
NC	C7_02180C_A
UP	C7_02190W_A
UP	C7_02200W_A
UP	C7_02210W_A
NC	C7_02220C_A
NC	C7_02230W_A
NC	C7_02240W_A
UP	C7_02250W_A
DOWN	C7_02260W_A
NC	C7_02270W_A
DOWN	C7_02280W_A
UP	C7_02290W_A
NC	C7_02300W_A
UP	C7_02310C_A
UP	C7_02320W_A
UP	C7_02330W_A
UP	C7_02340C_A
UP	C7_02350C_A
UP	C7_02360W_A
NC	C7_02370W_A
NC	C7_02380C_A
UP	C7_02390W_A
UP	C7_02420C_A
UP	C7_02430C_A
NC	C7_02450W_A
UP	C7_02460C_A
NC	C7_02470C_A
NC	C7_02480W_A
UP	C7_02490W_A
UP	C7_02500C_A
NC	C7_02510W_A
UP	C7_02520W_A
NC	C7_02530C_A
UP	C7_02540W_A
UP	C7_02550C_A
UP	C7_02560W_A
NC	C7_02570C_A
UP	C7_02600C_A
DOWN	C7_02610C_A
NC	C7_02630W_A
NC	C7_02640W_A
UP	C7_02650W_A
NC	C7_02660C_A
NC	C7_02670W_A
NC	C7_02680W_A
UP	C7_02690C_A
UP	C7_02750W_A
NC	C7_02760W_A
NC	C7_02770W_A
NC	C7_02780W_A
UP	C7_02790C_A
UP	C7_02800W_A
NC	C7_02810W_A
UP	C7_02830C_A
DOWN	C7_02840C_A
NC	C7_02850W_A
UP	C7_02860C_A
NC	C7_02870C_A
UP	C7_02880C_A
NC	C7_02890C_A
NC	C7_02910W_A
UP	C7_02920W_A
UP	C7_02930C_A
NC	C7_02940C_A
UP	C7_02950C_A
UP	C7_02960C_A
NC	C7_02970W_A
UP	C7_02980C_A
UP	C7_02990W_A
NC	C7_03000C_A
NC	C7_03010W_A
NC	C7_03020C_A
UP	C7_03030W_A
NC	C7_03040W_A
NC	C7_03050W_A
NC	C7_03060C_A
UP	C7_03070C_A
NC	C7_03080W_A
NC	C7_03090C_A
UP	C7_03110W_A
NC	C7_03120W_A
NC	C7_03130C_A
NC	C7_03140W_A
UP	C7_03150W_A
NC	C7_03160W_A
UP	C7_03170W_A
DOWN	C7_03180C_A
DOWN	C7_03190C_A
DOWN	C7_03200C_A
NC	C7_03210W_A
NC	C7_03220C_A
UP	C7_03230C_A
NC	C7_03240W_A
UP	C7_03250C_A
NC	C7_03260C_A
NC	C7_03270W_A
UP	C7_03280C_A
NC	C7_03290C_A
NC	C7_03300C_A
UP	C7_03310W_A
NC	C7_03320C_A
NC	C7_03330C_A
NC	C7_03340C_A
UP	C7_03350C_A
NC	C7_03360W_A
NC	C7_03370C_A
NC	C7_03380W_A
UP	C7_03390C_A
UP	C7_03400C_A
DOWN	C7_03410C_A
NC	C7_03420C_A
NC	C7_03440W_A
NC	C7_03450C_A
NC	C7_03460W_A
NC	C7_03470W_A
UP	C7_03480W_A
NC	C7_03490W_A
UP	C7_03500W_A
UP	C7_03520W_A
UP	C7_03530C_A
UP	C7_03540C_A
UP	C7_03550C_A
NC	C7_03560W_A
NC	C7_03570W_A
NC	C7_03580C_A
UP	C7_03590C_A
NC	C7_03600W_A
UP	C7_03610C_A
UP	C7_03620C_A
NC	C7_03630C_A
NC	C7_03640C_A
NC	C7_03650W_A
NC	C7_03660C_A
DOWN	C7_03670W_A
UP	C7_03680W_A
UP	C7_03690W_A
NC	C7_03700C_A
UP	C7_03710C_A
NC	C7_03720C_A
UP	C7_03730C_A
UP	C7_03740C_A
UP	C7_03760W_A
NC	C7_03770C_A
NC	C7_03780C_A
NC	C7_03790W_A
UP	C7_03800W_A
NC	C7_03810W_A
NC	C7_03820C_A
NC	C7_03830C_A
NC	C7_03840W_A
NC	C7_03850W_A
NC	C7_03860W_A
UP	C7_03870W_A
UP	C7_03880C_A
UP	C7_03890C_A
UP	C7_03900W_A
UP	C7_03910W_A
DOWN	C7_03920C_A
UP	C7_03930C_A
NC	C7_03940C_A
NC	C7_03960C_A
NC	C7_03970C_A
NC	C7_03980W_A
UP	C7_03990C_A
NC	C7_04000W_A
UP	C7_04010W_A
UP	C7_04020C_A
UP	C7_04030C_A
NC	C7_04040C_A
UP	C7_04050W_A
UP	C7_04060W_A
UP	C7_04070C_A
UP	C7_04080C_A
UP	C7_04090C_A
NC	C7_04100C_A
UP	C7_04110W_A
NC	C7_04120W_A
NC	C7_04130C_A
NC	C7_04140C_A
UP	C7_04150W_A
UP	C7_04160W_A
UP	C7_04170W_A
UP	C7_04180W_A
NC	C7_04190C_A
NC	C7_04200C_A
NC	C7_04210C_A
UP	C7_04220W_A
DOWN	C7_04230W_A
NC	C7_04240C_A
UP	C7_04250W_A
NC	C7_04260W_A
NC	C7_04270C_A
NC	C7_04280C_A
NC	C7_04290W_A
NC	C7_04300W_A
NC	C7_04310C_A
UP	C7_04320W_A
UP	C7_04330C_A
UP	C7_04340C_A
UP	C7_04360C_A
NC	CM_00010W
NC	CM_00020W
DOWN	CM_00030W
NC	CM_00040W
DOWN	CM_00050W
NC	CM_00060W
NC	CM_00070C
NC	CM_00080C
NC	CM_00090W
NC	CM_00100W
NC	CM_00110W
NC	CM_00120W
NC	CM_00130W
NC	CM_00140C
NC	CM_00150C
NC	CM_00160C
NC	CM_00170C
NC	CM_00180C
NC	CM_00190C
NC	CM_00200C
NC	CM_00210W
NC	CM_00220W
NC	CM_00230W
NC	CM_00240W
UP	CM_00250W
NC	CM_00260W
NC	CM_00270W
NC	CM_00280W
NC	CM_00290W
NC	CM_00300W
NC	CM_00310W
NC	CM_00320W
NC	CM_00330W
DOWN	CM_00340W
NC	CM_00350W
NC	CM_00360W
NC	CM_00370W
DOWN	CM_00380W
NC	CM_00390W
NC	CM_00400W
NC	CM_00410W
NC	CM_00420W
NC	CM_00430W
DOWN	CM_00440W
NC	CM_00450W
NC	CM_00460C
NC	CM_00470C
NC	CM_00480C
NC	CM_00490C
NC	CM_00500C
NC	CM_00510W
NC	CM_00520W
UP	CR_00010C_A
UP	CR_00020W_A
UP	CR_00040C_A
UP	CR_00050W_A
NC	CR_00060C_A
UP	CR_00070W_A
NC	CR_00080W_A
UP	CR_00090C_A
NC	CR_00100C_A
NC	CR_00110W_A
UP	CR_00120C_A
UP	CR_00130C_A
UP	CR_00140W_A
UP	CR_00150C_A
NC	CR_00160C_A
UP	CR_00170W_A
NC	CR_00180C_A
UP	CR_00190W_A
DOWN	CR_00200W_A
NC	CR_00210W_A
NC	CR_00220W_A
UP	CR_00230W_A
NC	CR_00240W_A
DOWN	CR_00250W_A
NC	CR_00260W_A
UP	CR_00270C_A
NC	CR_00280C_A
UP	CR_00290W_A
UP	CR_00300W_A
NC	CR_00310C_A
NC	CR_00320C_A
NC	CR_00330C_A
UP	CR_00340C_A
NC	CR_00350W_A
NC	CR_00360C_A
UP	CR_00370W_A
NC	CR_00380W_A
UP	CR_00390W_A
NC	CR_00400C_A
NC	CR_00410W_A
UP	CR_00420W_A
NC	CR_00430C_A
UP	CR_00440C_A
UP	CR_00450C_A
NC	CR_00460C_A
UP	CR_00470W_A
NC	CR_00480W_A
NC	CR_00490W_A
UP	CR_00500C_A
NC	CR_00510C_A
NC	CR_00520C_A
UP	CR_00530W_A
NC	CR_00540C_A
UP	CR_00550W_A
NC	CR_00560W_A
NC	CR_00570W_A
NC	CR_00580W_A
NC	CR_00590W_A
NC	CR_00600C_A
NC	CR_00610W_A
UP	CR_00620C_A
UP	CR_00630W_A
DOWN	CR_00640W_A
UP	CR_00650W_A
UP	CR_00660W_A
UP	CR_00670C_A
UP	CR_00680W_A
NC	CR_00690C_A
NC	CR_00700W_A
NC	CR_00710C_A
NC	CR_00720W_A
UP	CR_00740C_A
NC	CR_00750C_A
UP	CR_00760C_A
NC	CR_00770W_A
DOWN	CR_00780C_A
UP	CR_00790C_A
UP	CR_00800C_A
UP	CR_00810W_A
NC	CR_00820C_A
UP	CR_00830W_A
NC	CR_00840C_A
UP	CR_00850C_A
NC	CR_00860C_A
UP	CR_00870C_A
UP	CR_00880W_A
NC	CR_00890C_A
UP	CR_00900W_A
NC	CR_00910W_A
NC	CR_00920W_A
UP	CR_00930W_A
NC	CR_00970W_A
NC	CR_00980C_A
NC	CR_00990W_A
UP	CR_01000C_A
UP	CR_01010W_A
UP	CR_01020C_A
UP	CR_01030W_A
NC	CR_01040C_A
NC	CR_01050C_A
NC	CR_01060W_A
NC	CR_01070W_A
UP	CR_01080W_A
UP	CR_01090W_A
NC	CR_01100C_A
NC	CR_01110W_A
NC	CR_01120C_A
UP	CR_01130W_A
NC	CR_01140C_A
UP	CR_01150C_A
UP	CR_01160W_A
UP	CR_01170W_A
NC	CR_01180W_A
NC	CR_01190C_A
UP	CR_01200W_A
UP	CR_01210C_A
UP	CR_01220W_A
NC	CR_01230C_A
UP	CR_01240C_A
UP	CR_01250C_A
NC	CR_01260W_A
UP	CR_01270C_A
UP	CR_01280C_A
NC	CR_01290C_A
NC	CR_01300W_A
DOWN	CR_01310W_A
NC	CR_01320C_A
UP	CR_01330W_A
UP	CR_01340W_A
UP	CR_01350C_A
UP	CR_01360W_A
NC	CR_01370C_A
NC	CR_01380W_A
UP	CR_01390W_A
DOWN	CR_01400W_A
UP	CR_01410C_A
NC	CR_01420W_A
UP	CR_01430W_A
DOWN	CR_01440C_A
UP	CR_01460C_A
UP	CR_01470W_A
UP	CR_01480W_A
NC	CR_01490C_A
NC	CR_01500W_A
NC	CR_01510C_A
NC	CR_01520W_A
UP	CR_01530C_A
NC	CR_01540W_A
UP	CR_01550C_A
UP	CR_01560W_A
NC	CR_01570W_A
NC	CR_01580C_A
NC	CR_01590C_A
UP	CR_01600C_A
UP	CR_01610C_A
DOWN	CR_01620C_A
UP	CR_01630C_A
UP	CR_01640C_A
NC	CR_01650W_A
NC	CR_01660C_A
NC	CR_01670W_A
UP	CR_01680C_A
NC	CR_01690C_A
UP	CR_01700C_A
UP	CR_01710W_A
NC	CR_01720W_A
NC	CR_01730W_A
NC	CR_01740W_A
NC	CR_01750C_A
NC	CR_01760C_A
NC	CR_01770C_A
UP	CR_01780W_A
UP	CR_01790C_A
UP	CR_01800C_A
UP	CR_01810C_A
NC	CR_01820W_A
UP	CR_01830C_A
UP	CR_01840W_A
DOWN	CR_01850C_A
DOWN	CR_01860W_A
NC	CR_01870C_A
NC	CR_01900C_A
UP	CR_01910C_A
UP	CR_01920W_A
NC	CR_01930C_A
NC	CR_01950W_A
NC	CR_01960C_A
NC	CR_01970C_A
NC	CR_01980C_A
UP	CR_01990C_A
NC	CR_02000C_A
DOWN	CR_02020C_A
UP	CR_02030C_A
NC	CR_02040W_A
NC	CR_02050C_A
NC	CR_02060W_A
DOWN	CR_02070C_A
NC	CR_02090C_A
UP	CR_02100C_A
UP	CR_02110W_A
NC	CR_02120C_A
NC	CR_02130W_A
NC	CR_02140W_A
NC	CR_02150W_A
UP	CR_02160W_A
NC	CR_02170W_A
NC	CR_02180W_A
NC	CR_02190C_A
NC	CR_02200C_A
NC	CR_02210W_A
NC	CR_02220C_A
UP	CR_02230W_A
NC	CR_02240C_A
UP	CR_02250C_A
NC	CR_02260C_A
UP	CR_02270C_A
NC	CR_02280W_A
UP	CR_02290W_A
NC	CR_02300C_A
UP	CR_02320W_A
UP	CR_02330C_A
UP	CR_02340W_A
NC	CR_02350C_A
DOWN	CR_02360W_A
NC	CR_02370W_A
NC	CR_02380C_A
NC	CR_02390W_A
NC	CR_02400W_A
NC	CR_02410W_A
UP	CR_02420W_A
NC	CR_02430C_A
NC	CR_02440W_A
NC	CR_02460W_A
UP	CR_02470W_A
UP	CR_02480W_A
UP	CR_02490W_A
NC	CR_02500W_A
NC	CR_02510W_A
NC	CR_02520W_A
NC	CR_02530W_A
NC	CR_02540W_A
UP	CR_02550C_A
NC	CR_02560C_A
DOWN	CR_02570C_A
NC	CR_02580W_A
UP	CR_02590C_A
UP	CR_02600W_A
NC	CR_02610C_A
NC	CR_02620C_A
NC	CR_02630C_A
NC	CR_02640W_A
UP	CR_02650C_A
NC	CR_02660C_A
NC	CR_02670C_A
NC	CR_02680W_A
UP	CR_02690W_A
UP	CR_02700W_A
UP	CR_02710W_A
NC	CR_02720C_A
NC	CR_02740W_A
UP	CR_02750C_A
NC	CR_02760C_A
NC	CR_02770C_A
UP	CR_02780W_A
NC	CR_02790C_A
NC	CR_02800C_A
NC	CR_02810W_A
NC	CR_02820W_A
UP	CR_02850C_A
NC	CR_02860W_A
NC	CR_02870W_A
NC	CR_02880W_A
UP	CR_02890C_A
UP	CR_02900W_A
UP	CR_02910W_A
DOWN	CR_02920C_A
UP	CR_02930W_A
NC	CR_02940C_A
NC	CR_02950C_A
NC	CR_02960W_A
UP	CR_02970C_A
NC	CR_02980C_A
UP	CR_02990C_A
UP	CR_03000C_A
UP	CR_03010C_A
NC	CR_03020C_A
DOWN	CR_03030C_A
NC	CR_03040C_A
NC	CR_03050C_A
NC	CR_03060W_A
NC	CR_03070W_A
NC	CR_03080C_A
UP	CR_03090C_A
UP	CR_03100W_A
NC	CR_03110W_A
UP	CR_03120W_A
NC	CR_03130W_A
NC	CR_03140C_A
NC	CR_03150W_A
UP	CR_03160W_A
NC	CR_03170W_A
NC	CR_03180W_A
UP	CR_03190C_A
UP	CR_03200C_A
UP	CR_03210C_A
UP	CR_03220C_A
NC	CR_03230W_A
UP	CR_03240C_A
DOWN	CR_03250C_A
NC	CR_03260W_A
UP	CR_03270W_A
UP	CR_03280W_A
UP	CR_03290C_A
UP	CR_03300C_A
UP	CR_03310C_A
UP	CR_03320C_A
NC	CR_03330W_A
NC	CR_03340C_A
UP	CR_03350C_A
UP	CR_03360W_A
NC	CR_03370C_A
UP	CR_03380W_A
UP	CR_03390C_A
NC	CR_03400W_A
NC	CR_03410W_A
UP	CR_03420C_A
NC	CR_03430W_A
UP	CR_03440W_A
NC	CR_03450W_A
NC	CR_03460W_A
NC	CR_03470W_A
UP	CR_03480W_A
NC	CR_03490W_A
DOWN	CR_03500W_A
UP	CR_03510W_A
NC	CR_03520C_A
NC	CR_03530W_A
NC	CR_03540W_A
UP	CR_03550W_A
NC	CR_03560W_A
UP	CR_03570C_A
UP	CR_03580C_A
UP	CR_03590C_A
NC	CR_03600C_A
DOWN	CR_03610C_A
UP	CR_03620C_A
NC	CR_03630W_A
NC	CR_03640C_A
UP	CR_03650W_A
UP	CR_03660C_A
UP	CR_03670W_A
UP	CR_03680C_A
NC	CR_03690W_A
NC	CR_03700C_A
UP	CR_03710C_A
NC	CR_03720W_A
NC	CR_03730C_A
NC	CR_03740C_A
UP	CR_03750C_A
UP	CR_03760W_A
DOWN	CR_03770C_A
NC	CR_03780C_A
UP	CR_03790C_A
UP	CR_03800C_A
UP	CR_03810W_A
NC	CR_03820C_A
UP	CR_03830C_A
UP	CR_03840C_A
NC	CR_03850W_A
UP	CR_03860C_A
UP	CR_03870W_A
NC	CR_03880W_A
UP	CR_03890W_A
NC	CR_03900W_A
NC	CR_03910C_A
UP	CR_03920C_A
UP	CR_03930C_A
NC	CR_03940W_A
UP	CR_03950W_A
UP	CR_03960C_A
UP	CR_03970C_A
UP	CR_03980W_A
NC	CR_03990C_A
NC	CR_04000W_A
NC	CR_04010C_A
NC	CR_04020C_A
NC	CR_04030W_A
NC	CR_04040C_A
NC	CR_04050C_A
DOWN	CR_04060C_A
NC	CR_04070W_A
UP	CR_04080C_A
DOWN	CR_04090C_A
DOWN	CR_04100C_A
NC	CR_04110W_A
NC	CR_04120C_A
NC	CR_04130C_A
NC	CR_04140W_A
UP	CR_04150W_A
NC	CR_04160C_A
NC	CR_04170W_A
NC	CR_04180C_A
NC	CR_04190W_A
UP	CR_04200W_A
DOWN	CR_04210C_A
DOWN	CR_04220C_A
NC	CR_04230W_A
NC	CR_04240C_A
UP	CR_04250W_A
NC	CR_04260W_A
UP	CR_04270C_A
NC	CR_04280C_A
NC	CR_04290W_A
NC	CR_04300W_A
NC	CR_04310C_A
NC	CR_04330W_A
UP	CR_04340W_A
NC	CR_04350C_A
NC	CR_04360C_A
UP	CR_04370W_A
NC	CR_04380C_A
NC	CR_04390C_A
UP	CR_04400W_A
UP	CR_04410W_A
UP	CR_04420C_A
NC	CR_04430W_A
NC	CR_04440C_A
NC	CR_04450C_A
NC	CR_04460C_A
UP	CR_04470W_A
NC	CR_04480C_A
NC	CR_04490C_A
NC	CR_04500C_A
DOWN	CR_04510W_A
NC	CR_04520W_A
NC	CR_04530W_A
UP	CR_04540C_A
